x1,x2,x3,x4,x5
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
0.001194920323268168,0.001144800201849146,0.00119721158335674,0.001200413877214688,0.0012374044790443507
